"Monday March 27 2006","3 : 00 4 : 30 pm","210 Illini Union","The Job Search Consult","This workshop discuss consult job search strategi grad student It inform begin organ job search strategi effect research organ find help resourc"
"Thursday March 16 2017","10 : 00","2405 Siebel Center","Amanda Prorok : Divers Resili Robot Network","Abstract : Recent year fall cost communic storag technolog advanc fabric method Sensor actuat processor integr global access inform network These trend promot profus network robot platform distinct featur uniqu capabl As aspir har divers array robot solv increas complex problem heterogen divers design featur Howev lack fundament understand compos control larg scale system heterogen robot Moreov program divers robot exploit technic complementar creat interdepend critic link Such collabor algorithm give rise new sourc intern extern threat lead unintend failur mode As consequ new mechan ensur resili I begin talk formal divers context dynam task alloc larg scale heterogen multi robot system In light set I show optim control polici impact heterogen robot team In second part talk focus shift question resili intern failur precautionari collabor mechan By build foundat concept network scienc secur I show achiev resili allow robot team function presenc defect malici robot Final I consid import provid system wide protect extern threat introduc new idea touch privaci Bio : Amanda Prorok Postdoctor Research Gener Robot Autom Sens Percept ( GRASP ) Laboratori Univers Pennsylvania work Prof Vijay Kumar heterogen network robot system She complet PhD EPFL Switzerland address topic local ultra wideband sens robot network Her dissert award Asea Brown Boveri ( ABB ) award best thesi EPFL field Comput Scienc Automat Telecommun She select MIT Rise Star 2015 won Best Paper Award 9th Internat Confer Bio inspir Informat Commun Technolog 2015"
"Friday March 17 2017","10 : 00","2405 Siebel Center","Moham El Kebir : Combinatori Algorithm Tumor Phylogenet","Abstract : Cancer genet diseas cell divis mutat select produc tumor compos differ subpopul cell differ complement mutat In final stage cancer progress cancer cell primari tumor migrat seed metastas distant anatom site The cell divis mutat histori individu tumor repres phylogenet tree help guid patient specif treatment In talk I introduc combinatori algorithm construct tumor phylogeni bulk sequenc data measur mixtur thousand cell These algorithm base combinatori character phylogenet tree restrict class span tree graph character demonstr comput complex problem In addit I introduc novel theoret framework analyz histori migrat cell anatom site metastat cancer Using method I analyz cancer identifi tumor phylogeni migrat histori biolog plausibl previous report analys Bio : Moham El Kebir postdoctor research associ group Ben Raphael Princeton Univers Moham receiv PhD Comput Scienc CWI VU Univers Amsterdam direct Gunnar Klau Jaap Heringa He receiv BioSB young Investig Award PhD thesi In research leverag wide rang combinatori optim techniqu various question biolog Moham current research focus tumor phylogenet develop algorithm studi progress tumor"
"Sunday March 19 2017","1 : 00 3 : 00 pm","0224 Siebel Center Comput Scienc","Girl Who Code Week Meet","Part nation Girl Who Code non profit week session enabl Univers Illinoi volunt inspir educ equip middl high school girl basic comput skill encourag pursu interest technolog"
"Sunday March 26 2017","1 : 00 3 : 00 pm","0224 Siebel Center Comput Scienc","Girl Who Code Week Meet","Part nation Girl Who Code non profit week session enabl Univers Illinoi volunt inspir educ equip middl high school girl basic comput skill encourag pursu interest technolog"
"Monday March 27 2017","9 : 00","3102 Siebel Center","Final Exam Haim Jin","Thesi titl : Incentiv Mechan Design Mobil Crowd Sens System Thesi committe : Klara Nahrstedt Director Chair Carl Gunter Ruta Mehta R Srikant Baochun Li"
"Wednesday March 29 2017","11 : 00","2124 Siebel Center","Final Exam Sean Massung","Thesi titl : Explanatori Text Represent Thesi committe : Chengxiang Zhai Director Chair Dan Roth Julia Hockenmai Steve LaVall Qiaozhu Mei"
"Thursday March 30 2017","10 : 00","2405 Siebel Center","Oliver Kroemer : Learn Robot Manipul Skill Experienc Gener","Abstract : In futur robot take care elder perform household chore assist hazard situat Howev applic requir robot manipul object unstructur everyday environ Henc order perform wide rang task robot learn manipul skill general differ scenario object In talk Oliver Kroemer present method develop robot learn versatil manipul skill The part present focus learn manipul skill trial error task specif reward function The present method learn desir trajectori goal state individu skill high level polici sequenc skill The result skill sequenc reflect multi modal structur manipul task The second part talk focus represent general skill differ scenario He explain robot learn adapt skill geometr featur object manipul discuss relev featur predict previous learn skill The talk conclud discuss open challeng futur research direct learn manipul skill Bio : Oliver Kroemer postdoctor research Univers Southern California ( USC ) work Gaurav S Sukhatm Robot Embed System Lab ( RESL ) His research interest machin learn robot focus learn grasp manipul skill He receiv Master Bachelor degre engin Univers Cambridg 2008 He Ph.D student Max Planck Institut Intellig System 2009 2011 In 2014 Oliver defend Ph.D thesi Technisch Universitaet Darmstadt He finalist 2015 Georg Giralt Ph.D Award best robot Ph.D thesi Europ In 2015 work postdoctor research TU Darmstadt start current posit USC"
"Thursday March 30 2017","11 : 00","4124 Siebel Center","Final Exam Shiguang Wang","Thesi titl : On Informat Filter I Social Sens Thesi committe : Tarek Abdelzah Director Chair Marco Caccamo Jiawei Han Lanc Kaplan"
"Thursday March 30 2017","1 : 00 pm","3102 Siebel Center","Final Exam Dileep Kini","Thesi titl : Verif Linear Time properti Finit State Probabilist System Thesi committe : Mahesh Viswanathan Director Chair Gul Agha Madhu Parthasarathi Sumit Gulwani"
"Thursday March 30 2017","2 : 00 pm","2124 Siebel Center","Final Exam Rongda Zhu","Thesi titl : Exploit Sparsiti Machin Learnnig Big Data Thesi committe : Chengxiang Zhai Director Chair Jiawei Han Jian Peng Yu Deng"
"Friday March 31 2017","10 : 00","4407 Siebel Center","Final Exam Aston Zhang","Thesi titl : Mine Human Activiti Big Data Thesi committe : Carl Gunter Director Chair Jiawei Han Co Director Co Chair ChengXiang Zhai Ricard Baeza yate"
"Friday March 31 2017","4 : 00 pm","1312 Siebel Center","Final Exam Hyung Sul Kim","Thesi titl : Construct Heterogen Informat Network Document Thesi committe : Jiawei Han Director Chair Julia Hockenmai Chengxiang Zhai Pavel Dmitriev"
"Sunday April 02 2017","1 : 00 3 : 00 pm","0224 Siebel Center Comput Scienc","Girl Who Code Week Meet","Part nation Girl Who Code non profit week session enabl Univers Illinoi volunt inspir educ equip middl high school girl basic comput skill encourag pursu interest technolog"
"Monday April 03 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Monday April 03 2017","10 : 00","2405 Siebel Center","Hosein Mohimani : Antibiot Discoveri : From Genom Sequenc Genom Mine Peptidogenom","Abstract : Genom studi reveal numer antibiot encod gene wide rang bacteri fungal speci various speci human microbiom Howev known hundr antibiot produc microorgan gut despit fact human chronic expos Deep explor meta antibiom critic depend transit current process antibiot analysi high throughput antibiot sequenc I explain antibiot sequenc relev classic turnpik beltway problem comput scienc discuss recent advanc comput antibiot discoveri span bioinformat techniqu rang genom metagenom sequenc genom mine peptidogenom Bio : Hosein Mohimani receiv B.Sc Electric Engineer Mathemat Scienc Sharif Univers Technolog Iran ( 2008 ) Ph.D Electric Comput Engineer Univers California San Diego ( 2013 ) At UC San Diego Hosein work comput mass spectrometri method antibiot discoveri supervis Professor Pavel Pevzner In 2013 Hosein join Illumina Inc work novel techniqu long read DNA sequenc Sinc 2015 Hosein Project Scientist UC San Diego work comput techniqu antibiot discoveri microbiom analysi"
"Monday April 03 2017","3 : 30 pm","TBA","Final Exam Xiaolong Wang","Thesi titl : Probabilist Latent Variabl Model Knowledg Discoveri Optimiz Thesi committe : Chengxiang Zhai Director Chair Jiawei Han David Forsyth Joy Zhang Angelia Nedich"
"Tuesday April 04 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Wednesday April 05 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Wednesday April 05 2017","1 : 00 pm","3401 Siebel Center","Final Exam Daphn Tsatsouli","Thesi titl : Automat Predict Child Engagement Dyadic Interact Thesi committe : David Forsyth Director Chair Derek Hoiem Lana Lazebnik Karri Karahalio Jame Rehn"
"Thursday April 06 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Thursday April 06 2017","9 : 00","4124 Siebel Center","Final Exam Maryam Rahmaniheri","Thesi titl : Execut Clinic Model Acute Care Titl committe : Lui Sha Chair Director Alex Kirlik Carl Gunter Rahul Mangharam Sandi Weining"
"Thursday April 06 2017","1 : 00 pm","3102 Siebel Center","Final Exam Mo Dong","Thesi titl : Consist High Perform Flexibl Congest Control Architectur Thesi committe : Brighten Godfrey Director Chair Klara Nahrstedt Matt Caesar Jana Iyengar"
"Thursday April 06 2017","4 : 00 pm","2405 Siebel Center","David Wentzlaff Processor Data Center Cloud Futur","Abstract : Current data center IaaS cloud ( e.g Amazon EC2 MS Azure Googl GCE ) microprocessor similar small server desktop This work rethink design microprocessor specif data center microprocessor affect novel econom model popular IaaS cloud This talk describ architectur chang processor decompos sub compon ( e.g ALU Cach Fetch Unit ) individu rent IaaS cloud run similar program taken advantag data center architectur featur flavor memori bandwidth ( bursti bulk ) provis sold data center novel memori architectur enabl creation sub coher domain cach coher data center This work simul discuss idea implement largest academ processor built Princeton Piton Processor Piton 25 core manycor built IBM 32nm process technolog contain 460 Million transistor run full stack Debian Linux network This talk discuss Piton take tape complex microprocessor academ set Last Piton recent open sourc OpenPiton ( http : www.openpiton.org ) project expand manycor platform includ RTL thousand test implement script The talk conclud discuss OpenPiton abl contribut burgeon field open sourc hardwar Bio : David Wentzlaff Assistant Professor Princeton Univers Electric Engineer Depart Befor join Princeton complet PhD MS MIT Lead Architect Founder Tilera Corpor multicor chip manufactur own Mellanox Befor Tilera architect Raw Processor MIT design Raw chip network David found MIT Factor Operat System ( fos ) project focus design scalabl oper system thousand core multicor cloud comput His work award NSF CAREER award DARPA young Faculti Award AFOSR young Investig Prize Princeton E Lawrenc Key Faculti Advancement Award David teach world Massiv Open Online Cours ( MOOC ) Comput Architectur offer Coursera David current research interest creat manycor microprocessor custom specif futur data center Cloud comput environ reduc impact comput environ optim comput architectur fulli biodegrad substrat He enjoy hike mountain design multicor processor"
"Friday April 07 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Friday April 07 2017","9 : 30","3102 Siebel Center","Final Exam Nima Roohi","Thesi titl : Model Check Cyber Physic System Thesi committe : Mahesh Viswanathan Director Chair Sasa Misailov Sayan Mitra Geir Dullerud Ashish Tiwari"
"Friday April 07 2017","3 : 30 pm","1312 Siebel Center","Final Exam Giang Nguyen","Thesi titl : Perform Secur Trade off Provabl Websit Traffic Fingerprint Defens Tor Thesi committe : Nikita Borisov Director Chair Matthew Caesar Brighten Godfrey Rob Johnson"
"Saturday April 08 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 09 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 09 2017","1 : 00 3 : 00 pm","0224 Siebel Center Comput Scienc","Girl Who Code Week Meet","Part nation Girl Who Code non profit week session enabl Univers Illinoi volunt inspir educ equip middl high school girl basic comput skill encourag pursu interest technolog"
"Monday April 10 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Tuesday April 11 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Tuesday April 11 2017","5 : 30 pm","2405 Siebel Center","Jump Trade CME Group : Innovat Financi Technolog Panel",""
"Wednesday April 12 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Thursday April 13 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Friday April 14 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Saturday April 15 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 16 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 16 2017","1 : 00 3 : 00 pm","0224 Siebel Center Comput Scienc","Girl Who Code Week Meet","Part nation Girl Who Code non profit week session enabl Univers Illinoi volunt inspir educ equip middl high school girl basic comput skill encourag pursu interest technolog"
"Monday April 17 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Tuesday April 18 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Wednesday April 19 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Wednesday April 19 2017","5 : 30 7 : 30 pm","First Floor Atrium Siebel Center","Third Annual CS Senior Design Showcas","Pleas help ensur food regist intent attend go.cs.illinois.edu SeniorDesign"
"Thursday April 20 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Friday April 21 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Saturday April 22 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 23 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 23 2017","1 : 00 3 : 00 pm","0224 Siebel Center Comput Scienc","Girl Who Code Week Meet","Part nation Girl Who Code non profit week session enabl Univers Illinoi volunt inspir educ equip middl high school girl basic comput skill encourag pursu interest technolog"
"Monday April 24 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Monday April 24 2017","10 : 00","2124 Siebel Center","Final Exam Huan Gui","Thesi titl : Low rank Model High dimension Data : Theori Applicat Thesi committe : Jiawei Han Director Chair Jian Peng Chengxiang Zhai Cong Yu"
"Tuesday April 25 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Tuesday April 25 2017","3 : 00 7 : 00 pm","2405 Siebel Center","Sunris Futur Code Competit",""
"Wednesday April 26 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"","All Day","1404 Siebel Center","Spring 2017 Celebr Excellenc","Pleas join Wednesday April 27th honor outstand accomplish comput scienc student faculti Scholarship fellowship nation award winner recogn honor night The ceremoni open public registr necessari The dinner follow ceremoni privat invit event Registr requir link share award recipi donor CS faculti staff"
"Thursday April 27 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Thursday April 27 2017","5 : 30 pm","First Floor Atrium Siebel Center 2405 Siebel Center","WCS Spring Award Banquet 2017","WCS celebr corpor sponsor member award winner recogn year WCS offic There keynot provid Cinda Heeren immedi follow dinner 2405 Siebel Center"
"Friday April 28 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Friday April 28 2017","11 : 00","2407 Siebel Center","Final Exam Subhro Roy","Thesi titl : Toward Robust math Word Problem Solver Thesi committe : Dan Roth Director Chair Julia Hockenmai Gerald DeJong Luke Zettlemoy"
"Saturday April 29 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 30 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday April 30 2017","1 : 00 3 : 00 pm","0224 Siebel Center Comput Scienc","Girl Who Code Week Meet","Part nation Girl Who Code non profit week session enabl Univers Illinoi volunt inspir educ equip middl high school girl basic comput skill encourag pursu interest technolog"
"Monday May 01 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Tuesday May 02 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Wednesday May 03 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Thursday May 04 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Friday May 05 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Friday May 05 2017","10 : 00","4102 Siebel Center","Final Exam Seyi Mohammad Hosseini","Thesi titl : An Adaptiv Physiolog Aware Commun Architectur Distribut Emergenc Care Thesi committe : Lui Sha Director Chair Carl Gunter Roy Campbel Shangp Ren"
"Friday May 05 2017","3 : 30 5 : 00 pm","Second Floor Atrium Thoma M Siebel Center","Farewel Recept For CS Depart Head Rob A Rutenbar",""
"Saturday May 06 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
"Sunday May 07 2017","All Day","Thoma M Siebel Center Comput Scienc","Gem Camp Registr Open","GEMS long camp design dazzl delight student expos broad field comput applic Curriculum inspir young women consid comput cours futur studi teach comput tool creativ self express We focus specif content daili lesson abund social communic group problem solv Each offer divers set engag lab work classroom activ field trip Gem Camp offer 2 track high school girl four 1 track middl school girl Gem Camp held six week June Juli registr open April 1 Informat post CS Outreach Calendar you email question cs outreach @ illinois.edu"
